번호,관광지명,주소,지도 x좌표,지도 y좌표,전화번호,홈페이지주소(URL),등록일,지역,1차분류,2차분류,담당기관
1424,한려해상국립공원,통영시 도남로 117,34.75847,127.976,,http://hallyeo.knps.or.kr/,2006-02-07,통영시,자연관광,자연공원,한려해상국립공원동부사무소
1425,거연정,함양군 서하면 육십령로 2582,35.62679,127.7376,055-960-5555,,2006-02-07,함양군,문화관광,공원과유원지,함양군 문화관광과
1426,질날늪,함안군 법수면 대송로,35.3248,128.3464,055-580-2581,,2006-02-09,함안군,자연관광,생태관광,함안군 가야사담당관
1427,주남저수지,경상남도 창원시 의창구 동읍 주남로101번길 32,35.30774,128.6779,055-225-3691,http://junam.changwon.go.kr,2006-02-09,창원시,미분류,미분류,창원시 관광진흥과
1428,용유담,함양군 휴천면 문상길,35.41094,127.7113,055-960-5555,,2006-02-07,함양군,문화관광,공원과유원지,함양군 문화관광과
1429,거북공원,김해시 내외로 67,35.23503,128.8653,055-330-4411,http://tour.gimhae.go.kr/main/,2006-02-07,김해시,문화관광,공원과유원지,김해시/공원관리과
1430,농월정,경상남도 함양군 안의면 농월정길 9-11,35.62314,127.7794,055-960-5555,,2006-02-07,함양군,문화관광,공원과유원지,함양군 문화관광과
1431,해저터널,통영시 도천동,34.83617,128.4121,055-650-4613,,2006-02-07,통영시,문화관광,다리와도로,통영시 관광과
1432,통영대교,통영시 당동,34.83173,128.4048,055-650-4613,,2006-02-07,통영시,문화관광,다리와도로,통영시 관광과
1433,창선교,경상남도 남해군 삼동면,34.83405,128.0002,1588-3415,http://tour.namhae.go.kr/00002830/00002836/00002873.web,2006-02-07,남해군,문화관광,다리와도로,부산지방국토관리청
1434,남해대교,남해군 설천면 일원,34.9441,127.872,055-1588-3415,http://tour.namhae.go.kr/00002830/00002836/00002871.web,2006-02-07,남해군,문화관광,다리와도로,부산지방국토관리청
1435,거제대교,"거제대교(거제시 사등면 경남 거제시 사등면 , 통영시 용남면)",34.88123,128.4818,055-639-3198,,2006-02-07,거제시,문화관광,다리와도로,거제시 관광과
1436,저도연륙교,경상남도 창원시 마산합포구 구산면 해양관광로 1872-60,35.06778,128.5625,055-220-4061,http://culture.changwon.go.kr,2006-02-07,창원시,문화관광,다리와도로,창원시
1437,사천대교,사천시 서포면 ~ 용현면,35.00211,128.0296,055-831-2728,,2006-02-07,사천시,문화관광,다리와도로,사천시 관광진흥과
1438,초양대교,사천시 늑도동,34.92619,128.047,055-831-2727,,2006-02-07,사천시,문화관광,다리와도로,사천시 문화관광과
1439,사천실안 해안관광도로,"사천시 송포동, 실안동, 대방동",34.95605,128.0326,055-831-2727,,2006-02-07,사천시,문화관광,다리와도로,사천시 문화관광과
1440,자란만해안도로,"고성군 삼산면 하일면, 하이면 일대",34.93691,128.2737,055-670-2201,,2006-02-07,고성군,문화관광,다리와도로,고성군 문화체육관광과
1441,어변당,밀양시 무안면 연상1길 31,35.45805,128.6663,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1442,박연정,밀양시 상동면 상동로 1034-7,35.5722,128.7953,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1443,진주오광대,진주시 남강로1번길 96-6,35.17719,128.0366,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1444,반계정,밀양시 단장면 아불2길 43-102,35.52844,128.8963,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1445,밀양 월연정,경상남도 밀양시 용평로 330-7,35.49862086,128.7799266,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시
1446,금시당·벽곡재,경상남도 밀양시 활성로 24-183,35.4869992,128.7837842,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1447,사명대사 생가지,밀양시 무안면 사명대사생가로 642,35.49676,128.6047,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1448,인천서원,하동군 북천면 서황리 954,35.12842,127.8702,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1449,작원관지,밀양시 삼랑진읍 작원관지길,35.39648,128.8698,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1450,수산제수문,밀양시 하남읍 수산서편2길,35.37698,128.7022,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1451,추원재,밀양시 부북면 추원재길 58,35.48385,128.7185,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1452,표충비각,밀양시 무안면 부로길,35.46888,128.6643,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1453,마안산성,함양군 지곡면 거평길 253,35.58368,127.7876,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1454,창녕 하병수씨가옥,경상남도 창녕군 창녕읍 시장1길 63,35.54041,128.4961,111-111-1111,,2006-02-10,창녕군,문화관광,사찰과건축물 ,하병수
1455,창녕 금호재,경상남도 창녕군 대합면 대동길 33,35.61132,128.4556,055-530-1471,,2006-02-10,창녕군,문화관광,사찰과건축물 ,창녕군
1456,창녕성부자고가,창녕군 대지면 석동1길 9,35.55674,128.459,055-530-1531,,2006-02-10,창녕군,미분류,미분류,창녕군 생태관광과
1457,창녕객사,경남 창녕군 창녕읍 교상리 28-22,35.54081631,128.501572,055-530-1471,,2006-02-10,창녕군,문화관광,사찰과건축물 ,창녕군
1458,보덕각,의령군 지정면 기강로5길,35.40251,128.4257,055-570-2400,,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
1459,의령보리사지,의령군 가례면 가례로9길,35.39142,128.2274,055-570-2400,,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
1460,정암루,경상남도 의령군 의령읍 남강로 686,35.31385,128.2949,055-570-2400,,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군
1461,칠정려,의령군 의령읍 동리,35.32277,128.2673,055-570-2400,http://tour.uiryeong.go.kr/,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
1462,백산 안희제선생 생가,의령군 부림면 입산로2길 37,35.45424,128.3501,055-570-2400,,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
1463,의령 상정리조씨고가,의령군 화정면 화정로3길 13,35.27841,128.212,055-570-2400,,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
1464,의령 덕교리강씨고가,의령군 화정면 명주로,35.27983,128.1922,055-570-2400,,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
1465,각산망루,사천시 대방동 산40,34.94146,128.0544,055-831-2727,,2006-02-10,사천시,문화관광,사찰과건축물 ,사천시 문화관광과
1466,작도정사,사천시 서포면 서포로 633,35.0373,127.9674,055-831-2716,,2006-02-10,사천시,문화관광,사찰과건축물 ,사천시 문화체육과
1467,다솔사 응진전,사천시 곤명면 다솔사길 417,35.08347,127.9198,055-831-2716,,2006-02-10,사천시,문화관광,사찰과건축물 ,사천시 문화체육과
1468,다솔사 대양루,사천시 곤명면 다솔사길 417,35.08347,127.9198,055-831-2716,,2006-02-10,사천시,문화관광,사찰과건축물 ,사천시 문화체육과
1469,다솔사 극락전,사천시 곤명면 다솔사길 417,35.08347,127.9198,055-831-2716,,2006-02-10,사천시,문화관광,사찰과건축물 ,사천시 문화체육과
1470,영귀대,거창군 주상면 주곡로,35.74274,127.9028,055-940-3410,,2006-02-10,거창군,문화관광,사찰과건축물 ,거창군 문화관광과
1471,용원정,거창군 마리면 고학고대길,35.68186,127.8332,055-940-3410,,2006-02-10,거창군,문화관광,사찰과건축물 ,거창군 문화관광과
1472,수포대,거창군 가조면 가조가야로,35.71011,128.0281,055-940-3410,,2006-02-10,거창군,문화관광,사찰과건축물 ,거창군 문화관광과
1473,가선정,거창군 북상면 송계로,35.77886,127.8161,055-940-3410,,2006-02-10,거창군,문화관광,사찰과건축물 ,거창군 문화관광과
1474,요수정,거창군 위천면 은하리길,35.76209,127.8299,055-940-3410,,2006-02-10,거창군,문화관광,사찰과건축물 ,거창군 문화관광과
1475,무릉리 정씨고가,거창군 남하면 월곡길,35.66417,127.9459,055-940-3410,,2006-02-10,거창군,문화관광,사찰과건축물 ,거창군 문화관광과
1476,윤경남선생 생가,거창군 남하면 양항리 573-1,35.68619,127.9456,055-940-3410,,2006-02-10,거창군,문화관광,사찰과건축물 ,거창군 문화관광과
1477,만월당,거창군 북상면 덕유월성로 2279-6,35.77722,127.8148,055-940-3410,,2006-02-10,거창군,문화관광,사찰과건축물 ,거창군 문화관광과
1478,구연서원 관수루,거창군 위천면 은하리길,35.76269,127.8311,055-940-3410,,2006-02-10,거창군,문화관광,사찰과건축물 ,거창군 문화관광과
1479,동림사,김해시 신어산길 169,35.26939,128.9101,055-330-4441,,2006-02-10,김해시,문화관광,사찰과건축물 ,김해시 문화관광사업소 관광과
1480,장산리 허씨고가,고성군 마암면 장산길 21,35.06018,128.3241,055-670-2201,,2006-02-10,고성군,문화관광,사찰과건축물 ,고성군 문화체육관광과
1481,학림리 최씨고가,고성군 하일면 학동돌담길 55,34.95057,128.1937,055-670-2201,,2006-02-10,고성군,문화관광,사찰과건축물 ,고성군 문화체육관광과
1482,봉동리 배씨고가,고성군 회화면 봉동1길 67-42,35.07069,128.3841,055-670-2201,,2006-02-10,고성군,문화관광,사찰과건축물 ,고성군 문화체육관광과
1483,옥천사 자방루,고성군 개천면 연화산1로 471-9,35.08039,128.2624,055-670-2201,,2006-02-10,고성군,문화관광,사찰과건축물 ,고성군 문화체육관광과
1484,사충단,김해시 가야로405번안길22-9,35.24456,128.8863,055-330-4441,,2006-02-10,김해시,문화관광,사찰과건축물 ,김해시 문화관광사업소 관광과
1485,우곡정,진주시 사봉면 우곡길 79-34,35.19082,128.2622,055-749-5086,,2006-02-10,진주시,문화관광,사찰과건축물 ,진주시 문화관광과
1486,촉석루,경상남도 진주시 남강로 626,35.18848,128.076,055-749-5086,,2006-02-10,진주시,문화관광,사찰과건축물 ,진주시 문화관광과
1487,상연대,함양군 백전면 백운산길 3-291,35.60824,127.6383,055-960-5555,,2006-02-10,함양군,문화관광,사찰과건축물 ,함양군 문화관광과
1488,삼가기양루,합천군 삼가면 삼가1로 57-5,35.4152,128.1199,055-930-3178,,2006-02-10,합천군,문화관광,사찰과건축물 ,합천군 문화체육과
1489,합천 호연정,경상남도 합천군 율곡면 문림길 40-19,35.57108317,128.1935178,055-930-3176,,2006-02-10,합천군,문화관광,사찰과건축물 ,합천군
1490,뇌룡정,합천군 삼가면 남명로,35.39291,128.095,055-930-3178,,2006-02-10,합천군,문화관광,사찰과건축물 ,합천군 문화체육과
1491,합천 묵와고가,경상남도 합천군 율곡면 문림길 40-19,35.57108317,128.1935178,055-930-3176,,2006-02-10,합천군,문화관광,사찰과건축물 ,합천군
1492,합천 송씨고가,경상남도 합천군 대병면 서부로 2553,35.54446001,128.0005647,055-930-3176,,2006-02-10,합천군,문화관광,사찰과건축물 ,합천군
1493,합천 남명조식선생생가지,경상남도 합천군 삼가면 남명로 98-75,35.39001128,128.1008266,055-930-3183,,2006-02-10,합천군,문화관광,사찰과건축물 ,합천군
1494,산청단계리권씨고가,산청군 신등면 신등가회로 33-8,35.38014,128.0092,055-970-6421,,2006-02-10,산청군,문화관광,사찰과건축물 ,산청군 문화관광과
1495,산청단계리박씨고가,산청군 신등면 신등가회로 33-8,35.38014,128.0092,055-970-6421,,2006-02-10,산청군,문화관광,사찰과건축물 ,산청군 문화관광과
1496,산청남사리최씨고가,산청군 단성면 지리산대로2897번길 8-7,35.27472,127.9368,055-970-6421,,2006-02-10,산청군,문화관광,사찰과건축물 ,산청군 문화관광과
1497,산청남사리이씨고가,산청군 단성면 지리산대로2883번길 16,35.27491,127.9351,055-970-6421,,2006-02-10,산청군,문화관광,사찰과건축물 ,산청군 문화관광과
1498,섬호정,하동군 하동읍 읍내동,35.06676,127.7437,055-880-2380,,2006-02-10,하동군,문화관광,사찰과건축물 ,하동군 문화관광과
1499,악양정,하동군 화개면 중터길,35.17853,127.6343,055-880-2380,,2006-02-10,하동군,문화관광,사찰과건축물 ,하동군 문화관광과
1500,수승대 관광지,경상남도 거창군 위천면 은하리길 2,35.76083,127.8335,055-940-3410,,2006-02-09,거창군,문화관광,공원과유원지,거창군 문화관광과
1501,진해현관아 및 객사유지,창원시 마산합포구 진동면 진동시장길 17,35.11513,128.4884,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
1502,벽계관광지,경상남도 의령군 궁류면 벽계로 201,35.42585,128.2081,055-570-2400,,2006-02-09,의령군,문화관광,공원과유원지,의령군 의병문화관광과
1503,지리산국립공원,"산청군, 함양군, 하동군 등",35.30638,127.6191,055-970-1000,http://jiri.knps.or.kr/,2006-02-09,하동군,자연관광,자연공원,지리산국립공원경남사무소
1504,창녕 우포늪,경상남도 창녕군 유어면 우포늪길 220,35.54456088,128.4191195,055-530-2121,https://www.cng.go.kr/tour/upo.web,2006-02-09,창녕군,자연관광,생태관광,창녕군
1505,월영대,창원시 마산합포구 밤밭고개로 442,35.18007,128.5574,055-225-3701,http://culture.changwon.go.kr,2006-02-10,창원시,문화관광,사찰과건축물 ,창원시
1506,하동 백사청송송림공원,경상남도 하동군 하동읍 섬진강대로 2107-3,35.06228739,127.7452951,055-880-2475,,2006-02-09,하동군,문화관광,공원과유원지,하동군
1507,창녕 부곡온천,경상남도 창녕군 부곡면 온천중앙로 37,35.43950786,128.5888435,055-530-1591,https://www.cng.go.kr/tour/bugok/00001049.web,2006-02-09,창녕군,자연관광,온천과동굴,창녕군
1508,천주산,창원시 마산회원구 구암동 일원,35.27167,128.591,055-225-3691,,2006-02-09,창원시,자연관광,산과계곡,창원시 관광진흥과
1509,광려산,창원시 마산회원구 내서읍과 함안군 여항면 사이,35.18717,128.4791,055-225-3691,,2006-02-09,창원시,자연관광,산과계곡,창원시 관광과
