"번호","개방서비스명","개방서비스ID","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",""
"4005","숙박업","03_11_03_P","5670000","5670206-201-2004-00006","20040823","","01","영업/정상","01","영업","","","","","055 552 6064","803","645490","경상남도 창원시 진해구 두동 1130","경상남도 창원시 진해구 남의로 102 (두동)","51600","넘버25호텔","20200529105912","I","2021-07-02","여관업","128.792672551304","35.1147916027866","여관업","4","1","1","4","1","1","12","18","0","N","0","","","","임대","0","","","0","0","N","4812964000"
"4006","숙박업","03_11_03_P","5670000","5670184-201-1985-00017","19851219","","01","영업/정상","01","영업","","","","","","432","630808","경상남도 창원시 마산회원구 석전동 230-15","경상남도 창원시 마산회원구 석전동13길 41 (석전동)","51303","카스텔모텔","20210105091104","I","2021-07-02","여관업","128.578114302055","35.2343043879321","여관업","0","0","0","0","0","0","4","14","0","N","0","","","","","0","","","0","0","N","4812754500"
"4007","숙박업","03_11_03_P","5670000","5670156-201-1996-00003","19960708","","01","영업/정상","01","영업","","","","","055 2468890","671","631450","경상남도 창원시 마산합포구 남성동 221-22","경상남도 창원시 마산합포구 어시장8길 55 (남성동)","51721","대흥모텔","20210608100234","I","2021-07-02","여관업","128.575831586538","35.2021317170625","여관업","0","0","0","0","0","0","10","13","0","N","0","","","","","0","","","0","0","N","4812563000"
"4008","숙박업","03_11_03_P","5670000","5670140-201-2008-11004","20080604","","01","영업/정상","01","영업","","","","","055 6000700","8676","","경상남도 창원시 성산구 대원동 122","경상남도 창원시 성산구 원이대로 332 (대원동)","","그랜드머큐어 앰배서더 창원","20190227161944","I","2021-07-02","관광호텔","128.655293143725","35.2392858782629","관광호텔","0","0","0","0","0","0","6","315","0","N","0","","","","","0","","","0","0","N","4812352000"
"4009","숙박업","03_11_03_P","5670000","5670123-201-2003-00060","20030721","","01","영업/정상","01","영업","","","","","055 237 8787","1230","641815","경상남도 창원시 의창구 명서동 207-5 캐나다모텔2,3,4,5,6층","경상남도 창원시 의창구 우곡로217번길 11 (명서동,캐나다모텔2,3,4,5,6층)","51388","라온호텔","20201011171611","I","2021-07-02","여관업","128.648629084885","35.2401441584489","여관업","6","1","2","6","0","0","0","31","0","N","0","","","","","0","","","0","0","N","4812153000"
"4010","숙박업","03_11_03_P","5670000","5670206-201-2020-00001","20200730","","01","영업/정상","01","영업","","","","","","1333","645400","경상남도 창원시 진해구 제덕동 871-9","경상남도 창원시 진해구 명제로 478 (제덕동)","51616","리안호텔","20200730111532","I","2021-07-02","관광호텔","128.741113930059","35.1009697213089","관광호텔","5","0","1","5","","","0","32","0","N","0","","","","","0","0","0","0","0","N","4812963000"
"4011","숙박업","03_11_03_P","5670000","5670206-201-1981-00004","19810504","","01","영업/정상","01","영업","","","","","055 5465793","178","645190","경상남도 창원시 진해구 화천동 39-1","경상남도 창원시 진해구 중원로86번길 23 (화천동)","51679","카라모텔","20220118110029","U","2022-01-20","여관업","128.662503465175","35.1519245655949","여관업","0","0","0","0","0","0","0","18","0","N","0","","","","","0","","","0","0","N","4812953000"
"4012","숙박업","03_11_03_P","5670000","5670123-201-2013-00007","20131104","","01","영업/정상","01","영업","","","","","055 2523379","3691","641873","경상남도 창원시 의창구 북면 신촌리 402-6 1, 2, 3, 4층","경상남도 창원시 의창구 북면 천주로1173번길 42, 1~4층","51101","누와즈컬리넌호텔","20180220155230","I","2021-07-02","관광호텔","","","관광호텔","4","2","1","4","0","0","0","55","0","N","0","","","","","0","","","0","0","N",""
"4013","숙박업","03_11_03_P","5670000","5670156-214-2012-00015","20121120","","01","영업/정상","01","영업","","","","","","332","631855","경상남도 창원시 마산합포구 산호동 337-12 지상 2.3.4층","경상남도 창원시 마산합포구 합포동3길 22 (산호동)","51723","뉴부일빌","20211123092914","U","2021-11-25","숙박업(생활)","128.583590203577","35.2089707171395","숙박업(생활)","4","1","2","4","0","0","15","0","0","N","0","","","","자가","0","0","0","0","0","N","4812564000"
"4014","숙박업","03_11_03_P","5670000","5670140-201-2003-00019","20030226","","01","영업/정상","01","영업","","","","","055 262 5918","636","642832","경상남도 창원시 성산구 상남동 18-7 3~4층","경상남도 창원시 성산구 마디미로31번길 9, 3~4층 (상남동)","51496","에이플러스(A+)모텔","20210906200330","U","2021-09-08","여관업","","","여관업","5","0","3","4","0","0","4","20","0","N","0","","","","","0","0","0","0","0","N",""
"4015","숙박업","03_11_03_P","5670000","5670140-214-2001-00001","20011126","","01","영업/정상","01","영업","","","","","055 268 5211","622","642845","경상남도 창원시 성산구 중앙동 97-2 동성올림픽타운 5층 506~520,533~ 536호","경상남도 창원시 성산구 중앙대로 77, 5층 506~520,533~536호 (중앙동, 동성올림픽타운)","51522","동성스카이뷰","20210906185820","U","2021-09-08","숙박업(생활)","128.677732618266","35.2222333549864","숙박업(생활)","10","0","0","5","0","0","0","22","0","N","0","","","","","0","0","0","0","0","N","4812352000"
"4016","숙박업","03_11_03_P","5670000","5670184-201-1990-00011","19900615","","01","영업/정상","01","영업","","","","","055 252 6617","155","630817","경상남도 창원시 마산회원구 합성동 269-18","경상남도 창원시 마산회원구 합성남로 14-2 (합성동)","51361","누리모텔","20210115104519","I","2021-07-02","여관업","128.583920518034","35.2376663707517","여관업","0","0","0","0","0","0","0","14","0","N","0","","","","","0","","","0","0","N","4812759000"
"4017","숙박업","03_11_03_P","5670000","5670184-201-1989-00016","19890708","","01","영업/정상","01","영업","","","","","055292 9777","365","630817","경상남도 창원시 마산회원구 합성동 266-12","경상남도 창원시 마산회원구 합성옛길 158 (합성동)","51357","썬모텔","20210216131104","I","2021-07-02","여관업","128.584083714617","35.238432624802","여관업","0","0","0","0","0","0","3","16","0","N","0","","","","","0","","","0","0","N","4812759000"
"4018","숙박업","03_11_03_P","5670000","5670140-201-2003-00071","20030915","","01","영업/정상","01","영업","","","","","2612021","925","642832","경상남도 창원시 성산구 상남동 22-8 모이세빌딩7,8층","경상남도 창원시 성산구 단정로 23 (상남동,모이세빌딩7,8층)","51496","하련디자인호텔","20220413111542","U","2022-04-15","여관업","128.683157087807","35.2203237852082","여관업","10","2","7","8","0","0","0","29","0","N","0","","","","","0","0","0","0","0","N","4812353000"
"4019","숙박업","03_11_03_P","5670000","5670156-214-2014-00001","20141222","","01","영업/정상","01","영업","","","","","055 251 3145","471","631860","경상남도 창원시 마산합포구 오동동 202-3 3층,4층,5층","경상남도 창원시 마산합포구 아구찜길 19 (오동동, 3층,4층,5층)","51728","동남빌","20210707135731","U","2021-07-09","숙박업(생활)","128.578304619993","35.2064499537955","숙박업(생활)","6","1","3","5","0","0","7","0","0","N","0","","","","자가","0","0","0","0","0","N","4812563000"
"4020","숙박업","03_11_03_P","5670000","5670123-201-1999-00003","19990316","","01","영업/정상","01","영업","","","","","055 2518995","687","641849","경상남도 창원시 의창구 팔용동 161-4 7~9층","경상남도 창원시 의창구 사화로 16 (팔용동,7~9층)","51376","송모텔","20201012134654","I","2021-07-02","여관업","128.609422070578","35.2567816932823","여관업","0","0","0","0","0","0","5","18","0","N","0","","","","","0","","","0","0","N","4812152000"
"4021","숙박업","03_11_03_P","5670000","5670206-201-1988-00001","19880413","","01","영업/정상","01","영업","","","","","055 5429700","141","645230","경상남도 창원시 진해구 충무동 10-6","경상남도 창원시 진해구 충장로 78-1 (충무동)","51679","MVG호텔","20200208141628","I","2021-07-02","여관업","128.660640249716","35.1523679345279","여관업","0","0","0","0","0","0","0","16","0","N","0","","","","","0","","","0","0","N","4812953000"
"4022","숙박업","03_11_03_P","5670000","5670140-201-2003-00088","20031204","","01","영업/정상","01","영업","","","","","055 2669502","783","642832","경상남도 창원시 성산구 상남동 11-5 프리존빌딩7,8층","경상남도 창원시 성산구 마디미로21번길 7, 7,8층 (상남동, 프리존빌딩)","51495","더밤S호텔","20190906113513","I","2021-07-02","여관업","","","여관업","10","2","7","8","0","0","3","22","0","N","0","","","","","0","","","0","0","N",""
"4023","숙박업","03_11_03_P","5670000","5670156-201-2004-00015","20040510","","01","영업/정상","01","영업","","","","","2437900","988","631860","경상남도 창원시 마산합포구 오동동 306-7","경상남도 창원시 마산합포구 수산1길 249 (오동동)","51713","루카스","20201007110601","I","2021-07-02","여관업","128.583041827114","35.2049552214571","여관업","7","0","1","6","0","0","5","23","0","N","0","","","","자가","0","","","0","0","N","4812563000"
"4024","숙박업","03_11_03_P","5670000","5670123-201-2003-00093","20031211","","01","영업/정상","01","영업","","","","","055 2657814","1829","641821","경상남도 창원시 의창구 봉곡동 33-11 5,6,7,8,9,10층","경상남도 창원시 의창구 지귀로12번길 11 (봉곡동,5,6,7,8,9,10층)","51176","호텔시네마","20200131150513","I","2021-07-02","일반호텔","128.650245785936","35.2442390800099","일반호텔","10","1","5","10","0","0","13","35","0","N","0","","","","","0","","","0","0","N","4812154000"
"4025","숙박업","03_11_03_P","5670000","5670140-201-2003-00036","20030512","","01","영업/정상","01","영업","","","","","2617037","1254","642832","경상남도 창원시 성산구 상남동 22-6 태우라메르빌딩9,10층","경상남도 창원시 성산구 단정로 29, 9,10층 (상남동, 태우라메르빌딩)","51496","크리스 비(Chris B)","20210906192201","U","2021-09-08","여관업","","","여관업","12","2","9","10","0","0","4","25","0","N","0","","","","","0","0","0","0","0","N",""
"4026","숙박업","03_11_03_P","5670000","5670184-201-1999-00004","19990917","","01","영업/정상","01","영업","","","","","055 296 7020","568","630817","경상남도 창원시 마산회원구 합성동 270-3","경상남도 창원시 마산회원구 양덕북18길 42 (합성동)","51361","레인보우","20210623101443","I","2021-07-02","여관업","128.58315901247","35.2361552363525","여관업","0","0","0","0","0","0","3","16","0","N","0","","","","","0","","","0","0","N","4812759000"
"4027","숙박업","03_11_03_P","5670000","5670140-201-2003-00080","20031030","","01","영업/정상","01","영업","","","","","055 2759100","786","642845","경상남도 창원시 성산구 중앙동 98-3 전원상가5층","경상남도 창원시 성산구 용지로 74 (중앙동, 전원상가5층)","51522","호텔휴","20210930143855","U","2021-10-02","일반호텔","128.676637085354","35.2224402263631","일반호텔","5","1","0","5","0","0","2","26","0","N","0","","","","자가","0","0","0","0","0","N","4812352000"
"4028","숙박업","03_11_03_P","5670000","5670123-201-2013-00003","20130306","","01","영업/정상","01","영업","","","","","055 285 2343","1262","641821","경상남도 창원시 의창구 봉곡동 37-2 OK 메디칼빌딩 7,8층 전부","경상남도 창원시 의창구 원이대로285번길 5, 지상동 7,8층 (봉곡동, OK 메디칼빌딩)","51176","호텔 다온","20220426093605","U","2022-04-28","여관업","128.65120826106","35.2428970985343","여관업","0","0","7","8","0","0","0","30","0","N","0","","","","임대","0","0","0","0","0","N","4812154000"
"4029","숙박업","03_11_03_P","5670000","5670123-201-2011-00004","20111219","","01","영업/정상","01","영업","","","","","055 2997005","1690","641873","경상남도 창원시 의창구 북면 신촌리 442-3","경상남도 창원시 의창구 북면 천주로1165번길 15","51101","하이츠모텔","20220411150743","U","2022-04-13","여관업","128.607841385807","35.3548588602028","여관업","0","0","0","0","0","0","0","35","0","N","0","","","","","0","","","0","0","N","4812131000"
"4030","숙박업","03_11_03_P","5670000","5670123-201-1989-00003","19890109","","01","영업/정상","01","영업","","","","","055 288 4295","601","641815","경상남도 창원시 의창구 명서동 203-9 2.3.4층","경상남도 창원시 의창구 창이대로99번길 10 (명서동,2.3.4층)","51388","나무늘보호텔 창원명서점","20210303112347","I","2021-07-02","일반호텔","128.648773073983","35.2413529880843","일반호텔","0","0","0","0","0","0","25","0","0","N","0","","","","","0","","","0","0","N","4812153000"
"4031","숙박업","03_11_03_P","5670000","5670184-201-1990-00001","19900118","","01","영업/정상","01","영업","","","","","292-1844","208","630815","경상남도 창원시 마산회원구 합성동 737-3 1층","경상남도 창원시 마산회원구 합성옛길 89-1 (합성동, 1층)","51362","장미여관","20210428095602","I","2021-07-02","여관업","128.581775765428","35.2359819035385","여관업","0","0","0","0","0","0","3","7","0","N","0","","","","","0","","","0","0","N","4812759000"
